"RelativePath","Type","Bytes","LastWriteTimeUtc"
"install\runtime\Lib\site-packages\pygments\formatters\_mapping.py","file","4176","2026-08-26T23:48:26.9078814Z"
"install\runtime\Lib\site-packages\pygments\formatters\bbcode.py","file","3299","2026-08-26T23:48:26.9098877Z"
"install\runtime\Lib\site-packages\pygments\formatters\groff.py","file","5085","2026-08-26T23:48:26.9138981Z"
"install\runtime\Lib\site-packages\pygments\formatters\html.py","file","36053","2026-08-26T23:48:26.9169115Z"
"install\runtime\Lib\site-packages\pygments\formatters\img.py","file","23304","2026-08-26T23:48:26.9215359Z"
"install\runtime\Lib\site-packages\pygments\formatters\irc.py","file","4907","2026-08-26T23:48:26.9235426Z"
"install\runtime\Lib\site-packages\pygments\formatters\latex.py","file","19261","2026-08-26T23:48:26.9767831Z"
"install\runtime\Lib\site-packages\pygments\formatters\other.py","file","4989","2026-08-26T23:48:27.0085404Z"
"install\runtime\Lib\site-packages\pygments\formatters\pangomarkup.py","file","2209","2026-08-26T23:48:27.0248790Z"
"install\runtime\Lib\site-packages\pygments\formatters\rtf.py","file","11924","2026-08-26T23:48:27.0300071Z"
"install\runtime\Lib\site-packages\pygments\formatters\svg.py","file","7141","2026-08-26T23:48:27.0609620Z"
"install\runtime\Lib\site-packages\pygments\formatters\terminal.py","file","4629","2026-08-26T23:48:27.0639595Z"
"install\runtime\Lib\site-packages\pygments\formatters\terminal256.py","file","11717","2026-08-26T23:48:27.0679588Z"
"install\runtime\Lib\site-packages\pygments\lexers\__init__.py","file","12070","2026-08-26T23:48:27.0699578Z"
"install\runtime\Lib\site-packages\pygments\lexers\_ada_builtins.py","file","1546","2026-08-26T23:48:27.0858241Z"
"install\runtime\Lib\site-packages\pygments\lexers\_asy_builtins.py","file","27290","2026-08-26T23:48:27.0899223Z"
"install\runtime\Lib\site-packages\pygments\lexers\_cl_builtins.py","file","13997","2026-08-26T23:48:27.0919266Z"
"install\runtime\Lib\site-packages\pygments\lexers\_cocoa_builtins.py","file","105176","2026-08-26T23:48:27.1336369Z"
"install\runtime\Lib\site-packages\pygments\lexers\_csound_builtins.py","file","18417","2026-08-26T23:48:27.1377873Z"
"install\runtime\Lib\site-packages\pygments\lexers\_css_builtins.py","file","12449","2026-08-26T23:48:27.1427852Z"
"install\runtime\Lib\site-packages\pygments\lexers\_googlesql_builtins.py","file","16135","2026-08-26T23:48:27.1467866Z"
"install\runtime\Lib\site-packages\pygments\lexers\_julia_builtins.py","file","11886","2026-08-26T23:48:27.1507876Z"
"install\runtime\Lib\site-packages\pygments\lexers\_lasso_builtins.py","file","134513","2026-08-26T23:48:27.1537861Z"
"install\runtime\Lib\site-packages\pygments\lexers\_lilypond_builtins.py","file","115114","2026-08-26T23:48:27.2132886Z"
"install\runtime\Lib\site-packages\pygments\lexers\_lua_builtins.py","file","8111","2026-08-26T23:48:27.2152942Z"
"install\runtime\Lib\site-packages\pygments\lexers\_luau_builtins.py","file","958","2026-08-26T23:48:27.2201308Z"
"install\runtime\Lib\site-packages\pygments\lexers\_mapping.py","file","70758","2026-08-26T23:48:27.2221360Z"
"install\runtime\Lib\site-packages\pygments\lexers\_mql_builtins.py","file","24716","2026-08-26T23:48:27.2269290Z"
"install\runtime\Lib\site-packages\pygments\lexers\_mysql_builtins.py","file","26876","2026-08-26T23:48:27.3367256Z"
"install\runtime\Lib\site-packages\pygments\lexers\_openedge_builtins.py","file","49401","2026-08-26T23:48:27.3684092Z"
"install\runtime\Lib\site-packages\pygments\lexers\_php_builtins.py","file","108054","2026-08-26T23:48:27.4142912Z"
"install\runtime\Lib\site-packages\pygments\lexers\_postgres_builtins.py","file","13346","2026-08-26T23:48:27.4301533Z"
"install\runtime\Lib\site-packages\pygments\lexers\_qlik_builtins.py","file","12598","2026-08-26T23:48:27.4301533Z"
"install\runtime\Lib\site-packages\pygments\lexers\_scheme_builtins.py","file","32567","2026-08-26T23:48:27.4301533Z"
"install\runtime\Lib\site-packages\pygments\lexers\_scilab_builtins.py","file","52414","2026-08-26T23:48:27.4376455Z"
"install\runtime\Lib\site-packages\pygments\lexers\_sourcemod_builtins.py","file","26780","2026-08-26T23:48:27.4615988Z"
"install\runtime\Lib\site-packages\pygments\lexers\_sql_builtins.py","file","6770","2026-08-26T23:48:27.4615988Z"
"install\runtime\Lib\site-packages\pygments\lexers\_stan_builtins.py","file","16623","2026-08-26T23:48:27.4699098Z"
"install\runtime\Lib\site-packages\pygments\lexers\_stata_builtins.py","file","27230","2026-08-26T23:48:27.4964912Z"
"install\runtime\Lib\site-packages\pygments\lexers\_tsql_builtins.py","file","15463","2026-08-26T23:48:27.5004884Z"
"install\runtime\Lib\site-packages\pygments\lexers\_usd_builtins.py","file","1661","2026-08-26T23:48:27.5044953Z"
"install\runtime\Lib\site-packages\pygments\lexers\_vbscript_builtins.py","file","4228","2026-08-26T23:48:27.5074917Z"
"install\runtime\Lib\site-packages\pygments\lexers\_vim_builtins.py","file","57069","2026-08-26T23:48:27.5233408Z"
"install\runtime\Lib\site-packages\pygments\lexers\actionscript.py","file","11737","2026-08-26T23:48:27.5233408Z"
"install\runtime\Lib\site-packages\pygments\lexers\ada.py","file","5356","2026-08-26T23:48:27.5233408Z"
"install\runtime\Lib\site-packages\pygments\lexers\agile.py","file","899","2026-08-26T23:48:27.5233408Z"
"install\runtime\Lib\site-packages\pygments\lexers\algebra.py","file","10032","2026-08-26T23:48:27.5387720Z"
"install\runtime\Lib\site-packages\pygments\lexers\ambient.py","file","2608","2026-08-26T23:48:27.5387720Z"
"install\runtime\Lib\site-packages\pygments\lexers\amdgpu.py","file","1726","2026-08-26T23:48:27.5450651Z"
"install\runtime\Lib\site-packages\pygments\lexers\ampl.py","file","4179","2026-08-26T23:48:27.5490720Z"
"install\runtime\Lib\site-packages\pygments\lexers\apdlexer.py","file","30803","2026-08-26T23:48:27.5510792Z"
"install\runtime\Lib\site-packages\pygments\lexers\apl.py","file","3407","2026-08-26T23:48:27.5545930Z"
"install\runtime\Lib\site-packages\pygments\lexers\archetype.py","file","11577","2026-08-26T23:48:27.5545930Z"
"install\runtime\Lib\site-packages\pygments\lexers\arrow.py","file","3567","2026-08-26T23:48:27.5545930Z"
"install\runtime\Lib\site-packages\pygments\lexers\arturo.py","file","11417","2026-08-26T23:48:27.5545930Z"
"install\runtime\Lib\site-packages\pygments\lexers\asc.py","file","1696","2026-08-26T23:48:27.5704004Z"
"install\runtime\Lib\site-packages\pygments\lexers\asm.py","file","42219","2026-08-26T23:48:27.5744130Z"
"install\runtime\Lib\site-packages\pygments\lexers\asn1.py","file","4267","2026-08-26T23:48:27.6020253Z"
"install\runtime\Lib\site-packages\pygments\lexers\automation.py","file","19834","2026-08-26T23:48:27.6350275Z"
"install\runtime\Lib\site-packages\pygments\lexers\bare.py","file","3023","2026-08-26T23:48:27.6638508Z"
"install\runtime\Lib\site-packages\pygments\lexers\basic.py","file","27992","2026-08-26T23:48:27.6638508Z"
"install\runtime\Lib\site-packages\pygments\lexers\bdd.py","file","1644","2026-08-26T23:48:27.6638508Z"
"install\runtime\Lib\site-packages\pygments\lexers\berry.py","file","3212","2026-08-26T23:48:27.6638508Z"
"install\runtime\Lib\site-packages\pygments\lexers\bibtex.py","file","4814","2026-08-26T23:48:27.6958814Z"
"install\runtime\Lib\site-packages\pygments\lexers\blueprint.py","file","6191","2026-08-26T23:48:27.7734060Z"
"install\runtime\Lib\site-packages\pygments\lexers\boa.py","file","3924","2026-08-26T23:48:27.7734060Z"
"install\runtime\Lib\site-packages\pygments\lexers\bqn.py","file","3674","2026-08-26T23:48:27.7734060Z"
"install\runtime\Lib\site-packages\pygments\lexers\business.py","file","28348","2026-08-26T23:48:27.7734060Z"
"install\runtime\Lib\site-packages\pygments\lexers\c_cpp.py","file","18321","2026-08-26T23:48:27.7890767Z"
"install\runtime\Lib\site-packages\pygments\lexers\c_like.py","file","32024","2026-08-26T23:48:27.7890767Z"
"install\runtime\Lib\site-packages\pygments\lexers\capnproto.py","file","2177","2026-08-26T23:48:27.7890767Z"
"install\runtime\Lib\site-packages\pygments\lexers\carbon.py","file","3214","2026-08-26T23:48:27.7890767Z"
"install\runtime\Lib\site-packages\pygments\lexers\cddl.py","file","5079","2026-08-26T23:48:27.8050781Z"
"install\runtime\Lib\site-packages\pygments\lexers\chapel.py","file","5159","2026-08-26T23:48:27.8515596Z"
"install\runtime\Lib\site-packages\pygments\lexers\clean.py","file","6421","2026-08-26T23:48:27.8515596Z"
"install\runtime\Lib\site-packages\pygments\lexers\codeql.py","file","2579","2026-08-26T23:48:27.8515596Z"
"install\runtime\Lib\site-packages\pygments\lexers\comal.py","file","3182","2026-08-26T23:48:27.8515596Z"
"install\runtime\Lib\site-packages\pygments\lexers\compiled.py","file","1429","2026-08-26T23:48:27.8515596Z"
"install\runtime\Lib\site-packages\pygments\lexers\configs.py","file","50925","2026-08-26T23:48:27.8672915Z"
"install\runtime\Lib\site-packages\pygments\lexers\console.py","file","4183","2026-08-26T23:48:27.8990147Z"
"install\runtime\Lib\site-packages\pygments\lexers\cplint.py","file","1392","2026-08-26T23:48:27.8990147Z"
"install\runtime\Lib\site-packages\pygments\lexers\crystal.py","file","15757","2026-08-26T23:48:27.8990147Z"
"install\runtime\Lib\site-packages\pygments\lexers\csound.py","file","17001","2026-08-26T23:48:27.8990147Z"
"install\runtime\Lib\site-packages\pygments\lexers\css.py","file","26439","2026-08-26T23:48:27.9151287Z"
"install\runtime\Lib\site-packages\pygments\lexers\d.py","file","9923","2026-08-26T23:48:27.9311396Z"
"install\runtime\Lib\site-packages\pygments\lexers\dalvik.py","file","4609","2026-08-26T23:48:27.9469174Z"
"install\runtime\Lib\site-packages\pygments\lexers\data.py","file","27049","2026-08-26T23:48:27.9469174Z"
"install\runtime\Lib\site-packages\pygments\lexers\dax.py","file","8101","2026-08-26T23:48:27.9469174Z"
"install\runtime\Lib\site-packages\pygments\lexers\devicetree.py","file","4826","2026-08-26T23:48:27.9469174Z"
"install\runtime\Lib\site-packages\pygments\lexers\diff.py","file","5385","2026-08-26T23:48:27.9469174Z"
"install\runtime\Lib\site-packages\pygments\lexers\dns.py","file","3894","2026-08-26T23:48:27.9626580Z"
"install\runtime\Lib\site-packages\pygments\lexers\dotnet.py","file","39444","2026-08-26T23:48:27.9649488Z"
"install\runtime\Lib\site-packages\pygments\lexers\dsls.py","file","36753","2026-08-26T23:48:27.9649488Z"
"install\runtime\Lib\site-packages\pygments\lexers\dylan.py","file","10412","2026-08-26T23:48:27.9649488Z"
"install\runtime\Lib\site-packages\pygments\lexers\ecl.py","file","6374","2026-08-26T23:48:27.9783190Z"
"install\runtime\Lib\site-packages\pygments\lexers\eiffel.py","file","2693","2026-08-26T23:48:27.9939538Z"
"install\runtime\Lib\site-packages\pygments\lexers\elm.py","file","3155","2026-08-26T23:48:27.9982668Z"
"install\runtime\Lib\site-packages\pygments\lexers\elpi.py","file","7904","2026-08-26T23:48:28.0126078Z"
"install\runtime\Lib\site-packages\pygments\lexers\email.py","file","4807","2026-08-26T23:48:28.0129375Z"
"install\runtime\Lib\site-packages\pygments\lexers\erlang.py","file","19150","2026-08-26T23:48:28.0293132Z"
"install\runtime\Lib\site-packages\pygments\lexers\esoteric.py","file","10503","2026-08-26T23:48:28.0479363Z"
"install\runtime\Lib\site-packages\pygments\lexers\ezhil.py","file","3275","2026-08-26T23:48:28.0793561Z"
"install\runtime\Lib\site-packages\pygments\lexers\factor.py","file","19533","2026-08-26T23:48:28.0793561Z"
"install\runtime\Lib\site-packages\pygments\lexers\fantom.py","file","10234","2026-08-26T23:48:28.0793561Z"
"install\runtime\Lib\site-packages\pygments\lexers\felix.py","file","9658","2026-08-26T23:48:28.0793561Z"
"install\runtime\Lib\site-packages\pygments\lexers\fift.py","file","1647","2026-08-26T23:48:28.0927494Z"
"install\runtime\Lib\site-packages\pygments\lexers\floscript.py","file","2670","2026-08-26T23:48:28.0953394Z"
"install\runtime\Lib\site-packages\pygments\lexers\forth.py","file","7196","2026-08-26T23:48:28.0999843Z"
"install\runtime\Lib\site-packages\pygments\lexers\fortran.py","file","10385","2026-08-26T23:48:28.1019909Z"
"install\runtime\Lib\site-packages\pygments\lexers\foxpro.py","file","26298","2026-08-26T23:48:28.1019909Z"
"install\runtime\Lib\site-packages\pygments\lexers\freefem.py","file","26916","2026-08-26T23:48:28.1109869Z"
"install\runtime\Lib\site-packages\pygments\lexers\func.py","file","3703","2026-08-26T23:48:28.1794376Z"
"install\runtime\Lib\site-packages\pygments\lexers\functional.py","file","697","2026-08-26T23:48:28.1794376Z"
"install\runtime\Lib\site-packages\pygments\lexers\futhark.py","file","3746","2026-08-26T23:48:28.1794376Z"
"install\runtime\Lib\site-packages\pygments\lexers\gcodelexer.py","file","877","2026-08-26T23:48:28.1794376Z"
"install\runtime\Lib\site-packages\pygments\lexers\gdscript.py","file","7569","2026-08-26T23:48:28.1955321Z"
"install\runtime\Lib\site-packages\pygments\lexers\gleam.py","file","2395","2026-08-26T23:48:28.1955321Z"
"install\runtime\Lib\site-packages\pygments\lexers\go.py","file","3786","2026-08-26T23:48:28.2429910Z"
"install\runtime\Lib\site-packages\pygments\lexers\grammar_notation.py","file","8046","2026-08-26T23:48:28.2849896Z"
"install\runtime\Lib\site-packages\pygments\lexers\graph.py","file","4111","2026-08-26T23:48:28.3000404Z"
"install\runtime\Lib\site-packages\pygments\lexers\graphics.py","file","39148","2026-08-26T23:48:28.3364447Z"
"install\runtime\Lib\site-packages\pygments\lexers\graphql.py","file","5604","2026-08-26T23:48:28.3405028Z"
"install\runtime\Lib\site-packages\pygments\lexers\graphviz.py","file","1937","2026-08-26T23:48:28.3445183Z"
"install\runtime\Lib\site-packages\pygments\lexers\gsql.py","file","3993","2026-08-26T23:48:28.3680017Z"
"install\runtime\Lib\site-packages\pygments\lexers\hare.py","file","2652","2026-08-26T23:48:28.4146888Z"
"install\runtime\Lib\site-packages\pygments\lexers\haskell.py","file","33323","2026-08-26T23:48:28.4146888Z"
"install\runtime\Lib\site-packages\pygments\lexers\haxe.py","file","31169","2026-08-26T23:48:28.4615491Z"
"install\runtime\Lib\site-packages\pygments\lexers\hdl.py","file","22741","2026-08-26T23:48:28.4986119Z"
"install\runtime\Lib\site-packages\pygments\lexers\hexdump.py","file","3656","2026-08-26T23:48:28.5559522Z"
"install\runtime\Lib\site-packages\pygments\lexers\html.py","file","21999","2026-08-26T23:48:28.5559522Z"
"install\runtime\Lib\site-packages\pygments\lexers\idl.py","file","15452","2026-08-26T23:48:28.5559522Z"
"install\runtime\Lib\site-packages\pygments\lexers\igor.py","file","31636","2026-08-26T23:48:28.5719048Z"
"install\runtime\Lib\site-packages\pygments\lexers\inferno.py","file","3138","2026-08-26T23:48:28.5781893Z"
"install\runtime\Lib\site-packages\pygments\lexers\installers.py","file","14494","2026-08-26T23:48:28.6329082Z"
"install\runtime\Lib\site-packages\pygments\lexers\int_fiction.py","file","56547","2026-08-26T23:48:28.6642972Z"
"install\runtime\Lib\site-packages\pygments\lexers\iolang.py","file","1908","2026-08-26T23:48:28.6642972Z"
"install\runtime\Lib\site-packages\pygments\lexers\j.py","file","4856","2026-08-26T23:48:28.6689343Z"
"install\runtime\Lib\site-packages\pygments\lexers\javascript.py","file","63246","2026-08-26T23:48:28.7270780Z"
"install\runtime\Lib\site-packages\pygments\lexers\jmespath.py","file","2085","2026-08-26T23:48:28.7584973Z"
"install\runtime\Lib\site-packages\pygments\lexers\jslt.py","file","3703","2026-08-26T23:48:28.7745065Z"
"install\runtime\Lib\site-packages\pygments\lexers\json5.py","file","2505","2026-08-26T23:48:28.7903710Z"
"install\runtime\Lib\site-packages\pygments\lexers\jsonnet.py","file","5639","2026-08-26T23:48:28.7955386Z"
"install\runtime\Lib\site-packages\pygments\lexers\jsx.py","file","2696","2026-08-26T23:48:28.8522490Z"
"install\runtime\Lib\site-packages\pygments\lexers\julia.py","file","11713","2026-08-26T23:48:28.8522490Z"
"install\runtime\Lib\site-packages\pygments\lexers\jvm.py","file","72936","2026-08-26T23:48:28.8522490Z"
"install\runtime\Lib\site-packages\pygments\lexers\kuin.py","file","11408","2026-08-26T23:48:28.8837825Z"
"install\runtime\Lib\site-packages\pygments\lexers\kusto.py","file","3480","2026-08-26T23:48:28.8837825Z"
"install\runtime\Lib\site-packages\pygments\lexers\ldap.py","file","6554","2026-08-26T23:48:28.8837825Z"
"install\runtime\Lib\site-packages\pygments\lexers\lean.py","file","8588","2026-08-26T23:48:28.9155735Z"
"install\runtime\Lib\site-packages\pygments\lexers\lilypond.py","file","9755","2026-08-26T23:48:28.9930698Z"
"install\runtime\Lib\site-packages\pygments\lexers\lisp.py","file","157903","2026-08-26T23:48:29.0130889Z"
"install\runtime\Lib\site-packages\pygments\lexers\macaulay2.py","file","34139","2026-08-26T23:48:29.0135209Z"
"install\runtime\Lib\site-packages\pygments\lexers\make.py","file","7834","2026-08-26T23:48:29.0779533Z"
"install\runtime\Lib\site-packages\pygments\lexers\maple.py","file","7963","2026-08-26T23:48:29.0779533Z"
"install\runtime\Lib\site-packages\pygments\lexers\markup.py","file","65264","2026-08-26T23:48:29.0779533Z"
"install\runtime\Lib\site-packages\pygments\lexers\math.py","file","698","2026-08-26T23:48:29.0939818Z"
"install\runtime\Lib\site-packages\pygments\lexers\matlab.py","file","133030","2026-08-26T23:48:29.0939818Z"
"install\runtime\Lib\site-packages\pygments\lexers\maxima.py","file","2718","2026-08-26T23:48:29.0939818Z"
"install\runtime\Lib\site-packages\pygments\lexers\meson.py","file","4345","2026-08-26T23:48:29.1098516Z"
"install\runtime\Lib\site-packages\pygments\lexers\mime.py","file","7585","2026-08-26T23:48:29.1145926Z"
"install\runtime\Lib\site-packages\pygments\lexers\minecraft.py","file","13701","2026-08-26T23:48:29.1206213Z"
"install\runtime\Lib\site-packages\pygments\lexers\mips.py","file","4659","2026-08-26T23:48:29.1246352Z"
"install\runtime\Lib\site-packages\pygments\lexers\ml.py","file","35393","2026-08-26T23:48:29.1276548Z"
"install\runtime\Lib\site-packages\pygments\lexers\modeling.py","file","13764","2026-08-26T23:48:29.1349556Z"
"install\runtime\Lib\site-packages\pygments\lexers\modula2.py","file","53075","2026-08-26T23:48:29.1645492Z"
"install\runtime\Lib\site-packages\pygments\lexers\mojo.py","file","24236","2026-08-26T23:48:29.1803878Z"
"install\runtime\Lib\site-packages\pygments\lexers\monte.py","file","6292","2026-08-26T23:48:29.1803878Z"
"install\runtime\Lib\site-packages\pygments\lexers\mosel.py","file","9300","2026-08-26T23:48:29.1962959Z"
"install\runtime\Lib\site-packages\pygments\lexers\ncl.py","file","64002","2026-08-26T23:48:29.2058688Z"
"install\runtime\Lib\site-packages\pygments\lexers\nimrod.py","file","6416","2026-08-26T23:48:29.2160232Z"
"install\runtime\Lib\site-packages\pygments\lexers\nit.py","file","2728","2026-08-26T23:48:29.2180316Z"
"install\runtime\Lib\site-packages\pygments\lexers\nix.py","file","4424","2026-08-26T23:48:29.2180316Z"
"install\runtime\Lib\site-packages\pygments\lexers\numbair.py","file","1761","2026-08-26T23:48:29.2299559Z"
"install\runtime\Lib\site-packages\pygments\lexers\oberon.py","file","4216","2026-08-26T23:48:29.2339579Z"
"install\runtime\Lib\site-packages\pygments\lexers\objective.py","file","23300","2026-08-26T23:48:29.2389555Z"
"install\runtime\Lib\site-packages\pygments\lexers\ooc.py","file","3005","2026-08-26T23:48:29.2419553Z"
"install\runtime\Lib\site-packages\pygments\lexers\openscad.py","file","3703","2026-08-26T23:48:29.2419553Z"
"install\runtime\Lib\site-packages\pygments\lexers\other.py","file","1766","2026-08-26T23:48:29.2419553Z"
"install\runtime\Lib\site-packages\pygments\lexers\parasail.py","file","2722","2026-08-26T23:48:29.2419553Z"
"install\runtime\Lib\site-packages\pygments\lexers\parsers.py","file","26598","2026-08-26T23:48:29.2576451Z"
"install\runtime\Lib\site-packages\pygments\lexers\pascal.py","file","30992","2026-08-26T23:48:29.3047220Z"
"install\runtime\Lib\site-packages\pygments\lexers\pawn.py","file","8256","2026-08-26T23:48:29.3084598Z"
"install\runtime\Lib\site-packages\pygments\lexers\pddl.py","file","2992","2026-08-26T23:48:29.3084598Z"
"install\runtime\Lib\site-packages\pygments\lexers\perl.py","file","39195","2026-08-26T23:48:29.3360899Z"
"install\runtime\Lib\site-packages\pygments\lexers\phix.py","file","23252","2026-08-26T23:48:29.3668598Z"
"install\runtime\Lib\site-packages\pygments\lexers\php.py","file","13171","2026-08-26T23:48:29.3668598Z"
"install\runtime\Lib\site-packages\pygments\lexers\pointless.py","file","1977","2026-08-26T23:48:29.3668598Z"
"install\runtime\Lib\site-packages\pygments\lexers\pony.py","file","3282","2026-08-26T23:48:29.3668598Z"
"install\runtime\Lib\site-packages\pygments\lexers\praat.py","file","12679","2026-08-26T23:48:29.3668598Z"
"install\runtime\Lib\site-packages\pygments\lexers\procfile.py","file","1158","2026-08-26T23:48:29.3990550Z"
"install\runtime\Lib\site-packages\pygments\lexers\prolog.py","file","12869","2026-08-26T23:48:29.3990550Z"
"install\runtime\Lib\site-packages\pygments\lexers\promql.py","file","4741","2026-08-26T23:48:29.3990550Z"
"install\runtime\Lib\site-packages\pygments\lexers\prql.py","file","8750","2026-08-26T23:48:29.3990550Z"
"install\runtime\Lib\site-packages\pygments\lexers\ptx.py","file","4504","2026-08-26T23:48:29.3990550Z"
"install\runtime\Lib\site-packages\pygments\lexers\python.py","file","54202","2026-08-26T23:48:29.4147039Z"
"install\runtime\Lib\site-packages\pygments\lexers\q.py","file","6939","2026-08-26T23:48:29.4212099Z"
"install\runtime\Lib\site-packages\pygments\lexers\qlik.py","file","3696","2026-08-26T23:48:29.4232204Z"
"install\runtime\Lib\site-packages\pygments\lexers\qvt.py","file","6106","2026-08-26T23:48:29.4232204Z"
"install\runtime\Lib\site-packages\pygments\lexers\r.py","file","6477","2026-08-26T23:48:29.4304783Z"
"install\runtime\Lib\site-packages\pygments\lexers\rdf.py","file","16063","2026-08-26T23:48:29.4304783Z"
"install\runtime\Lib\site-packages\pygments\lexers\rebol.py","file","18262","2026-08-26T23:48:29.4304783Z"
"install\runtime\Lib\site-packages\pygments\lexers\rego.py","file","1751","2026-08-26T23:48:29.4462379Z"
"install\runtime\Lib\site-packages\pygments\lexers\rell.py","file","2487","2026-08-26T23:48:29.4772108Z"
"install\runtime\Lib\site-packages\pygments\lexers\resource.py","file","2930","2026-08-26T23:48:29.4772108Z"
"install\runtime\Lib\site-packages\pygments\lexers\ride.py","file","5038","2026-08-26T23:48:29.4929789Z"
"install\runtime\Lib\site-packages\pygments\lexers\rita.py","file","1130","2026-08-26T23:48:29.4929789Z"
"install\runtime\Lib\site-packages\pygments\lexers\rnc.py","file","1975","2026-08-26T23:48:29.4929789Z"
"install\runtime\Lib\site-packages\pygments\lexers\roboconf.py","file","2077","2026-08-26T23:48:29.5086590Z"
"install\runtime\Lib\site-packages\pygments\lexers\robotframework.py","file","18451","2026-08-26T23:48:29.5247768Z"
"install\runtime\Lib\site-packages\pygments\lexers\ruby.py","file","22756","2026-08-26T23:48:29.5327057Z"
"install\runtime\Lib\site-packages\pygments\lexers\rust.py","file","8263","2026-08-26T23:48:29.5590808Z"
"install\runtime\Lib\site-packages\pygments\lexers\sas.py","file","9459","2026-08-26T23:48:29.5860730Z"
"install\runtime\Lib\site-packages\pygments\lexers\savi.py","file","4881","2026-08-26T23:48:29.6018029Z"
"install\runtime\Lib\site-packages\pygments\lexers\scdoc.py","file","2527","2026-08-26T23:48:29.6175490Z"
"install\runtime\Lib\site-packages\pygments\lexers\scripting.py","file","82959","2026-08-26T23:48:29.6484468Z"
"install\runtime\Lib\site-packages\pygments\lexers\sgf.py","file","1988","2026-08-26T23:48:29.6515326Z"
"install\runtime\Lib\site-packages\pygments\lexers\shell.py","file","36384","2026-08-26T23:48:29.6796062Z"
"install\runtime\Lib\site-packages\pygments\lexers\sieve.py","file","2517","2026-08-26T23:48:29.6796062Z"
"install\runtime\Lib\site-packages\pygments\lexers\slash.py","file","8487","2026-08-26T23:48:29.6796062Z"
"install\runtime\Lib\site-packages\pygments\lexers\smalltalk.py","file","7207","2026-08-26T23:48:29.6923313Z"
"install\runtime\Lib\site-packages\pygments\lexers\smithy.py","file","2662","2026-08-26T23:48:29.6953546Z"
"install\runtime\Lib\site-packages\pygments\lexers\smv.py","file","2808","2026-08-26T23:48:29.7267671Z"
"install\runtime\Lib\site-packages\pygments\lexers\snobol.py","file","2781","2026-08-26T23:48:29.7584312Z"
"install\runtime\Lib\site-packages\pygments\lexers\solidity.py","file","3166","2026-08-26T23:48:29.7584312Z"
"install\runtime\Lib\site-packages\pygments\lexers\soong.py","file","2342","2026-08-26T23:48:29.7584312Z"
"install\runtime\Lib\site-packages\pygments\lexers\sophia.py","file","3379","2026-08-26T23:48:29.7584312Z"
"install\runtime\Lib\site-packages\pygments\lexers\special.py","file","3588","2026-08-26T23:48:29.7584312Z"
"install\runtime\Lib\site-packages\pygments\lexers\spice.py","file","2801","2026-08-26T23:48:29.7772335Z"
"install\runtime\Lib\site-packages\pygments\lexers\sql.py","file","41656","2026-08-26T23:48:29.8364199Z"
"install\runtime\Lib\site-packages\pygments\lexers\srcinfo.py","file","1749","2026-08-26T23:48:29.9127151Z"
"install\runtime\Lib\site-packages\pygments\lexers\stata.py","file","6418","2026-08-26T23:48:30.0240506Z"
"install\runtime\Lib\site-packages\pygments\lexers\supercollider.py","file","3700","2026-08-26T23:48:30.0613837Z"
"install\runtime\Lib\site-packages\pygments\lexers\tablegen.py","file","4012","2026-08-26T23:48:30.0938682Z"
"install\runtime\Lib\site-packages\pygments\lexers\tact.py","file","10812","2026-08-26T23:48:30.0969678Z"
"install\runtime\Lib\site-packages\pygments\lexers\tal.py","file","2907","2026-08-26T23:48:30.1009669Z"
"install\runtime\Lib\site-packages\pygments\lexers\tcl.py","file","5515","2026-08-26T23:48:30.1248599Z"
"install\runtime\Lib\site-packages\pygments\lexers\teal.py","file","3525","2026-08-26T23:48:30.1438608Z"
"install\runtime\Lib\site-packages\pygments\lexers\templates.py","file","75734","2026-08-26T23:48:30.1963644Z"
"install\runtime\Lib\site-packages\pygments\lexers\teraterm.py","file","10045","2026-08-26T23:48:30.1963644Z"
"install\runtime\Lib\site-packages\pygments\lexers\testing.py","file","10813","2026-08-26T23:48:30.2577469Z"
"install\runtime\Lib\site-packages\pygments\lexers\text.py","file","1071","2026-08-26T23:48:30.2577469Z"
"install\runtime\Lib\site-packages\pygments\lexers\textedit.py","file","7763","2026-08-26T23:48:30.2577469Z"
"install\runtime\Lib\site-packages\pygments\lexers\textfmts.py","file","15527","2026-08-26T23:48:30.2736968Z"
"install\runtime\Lib\site-packages\pygments\lexers\theorem.py","file","17903","2026-08-26T23:48:30.3516561Z"
"install\runtime\Lib\site-packages\pygments\lexers\thingsdb.py","file","6257","2026-08-26T23:48:30.3837265Z"
"install\runtime\Lib\site-packages\pygments\lexers\tlb.py","file","1453","2026-08-26T23:48:30.4166754Z"
"install\runtime\Lib\site-packages\pygments\lexers\tls.py","file","1543","2026-08-26T23:48:30.4166754Z"
"install\runtime\Lib\site-packages\pygments\lexers\tnt.py","file","10459","2026-08-26T23:48:30.4607684Z"
"install\runtime\Lib\site-packages\pygments\lexers\trafficscript.py","file","1509","2026-08-26T23:48:30.4607684Z"
"install\runtime\Lib\site-packages\pygments\lexers\typoscript.py","file","8335","2026-08-26T23:48:30.4924818Z"
"install\runtime\Lib\site-packages\pygments\lexers\typst.py","file","7170","2026-08-26T23:48:30.4957944Z"
"install\runtime\Lib\site-packages\pygments\lexers\ul4.py","file","10502","2026-08-26T23:48:30.4977982Z"
